Gene	Num_Studies	Studies	Response	SB_count	SB_Response_Summary	SB_Ind_Responses	SB_CellFrac	TCPOBOP_count	TCPOBOP_Response_Summary	TCPOBOP_Ind_Responses	TCPOBOP_CellFrac	Background
ACTN1	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Down_AC_1_FC_0:M19_SSI	1	SSI	I	NA	1	Induced_Male_Down_T27	M_D_T27	0000100000	FALSE
ACTN4	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_0_FC_1:M19_SSI	1	SSI	I	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
ACTR10	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ACTR1A	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ACTR2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ACTR5	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ACTR8	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ACVR1	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_0_FC_2:M19_SSI	1	SSI	I	NA	1	Induced_Female_Up_T27	F_U_T27	0000002002	FALSE
ACVR1B	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ACVR2A	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ACVR2B	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000010	FALSE
ACY1	1	M19	M19_1_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ACYP1	2	G22:M19_SSI	G22_010000000:M19_SSI	2	Conflict	M,I	NA	0	NotInduced	NA	NA	FALSE
ADAL	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ADAM11	3	G21_TCPOBOP:G22:M19	G21_TCPOBOP_Up_AC_0_FC_1:G22_010000000:M19_4_Weak_M	2	SexBiased_Male	M	NA	1	Induced_Female_Up_T27	F_U_T27	0000020000	FALSE
ADAMTS1	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_0_FC_2:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	F_U_T27,M_D_T27	0000002020	FALSE
ADAMTS12	1	G22	G22_020000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ADAMTS14	1	G22	G22_020000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ADAMTS15	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_1	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	B_U_T27	0000220000	FALSE
ADAMTS17	1	G22	G22_200000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ADAMTS6	2	G22:M19	G22_220000000:M19_0_Weak_F	2	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ADAMTS7	1	G22	G22_010000000	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
ADAMTSL1	3	G21_TCPOBOP:G22:L17	G21_TCPOBOP_Up_AC_0_FC_5:G22_200000000:L17_M27_U	1	SexBiased_Female	F	NA	2	Induced_Both_Both_T27	F_U_T27,M_D_T27	0000022222	FALSE
ADAMTSL2	2	G22:L17	G22_000100000:L17_M27_D	1	SexBiased_Male	M	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
ADAMTSL4	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0020000000	FALSE
ADAP2	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000010	FALSE
ADARB1	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_0_FC_1:M19_SSI	1	SSI	I	NA	1	Induced_Female_Up_T27	F_U_T27	0000000002	FALSE
ADARB2	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
ADCK3	1	L17	L17_F3_D	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T3	F_D_T3	NA	FALSE
ADCK5	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_2	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000001010	FALSE
ADCY1	3	G21_SB:G22:M19	G21_SB_Female_AC_4:G22_220000000:M19_0_Robust_F	3	SexBiased_Female	F	02222	0	NotInduced	NA	NA	FALSE
ADCY6	3	G21_TCPOBOP:L17:M19_SSI	G21_TCPOBOP_Down_AC_1_FC_0:L17_M27_D:M19_SSI	1	SSI	I	NA	2	Induced_Male_Down_T27	M_D_T27	0000100000	FALSE
ADCY9	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ADCYAP1R1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_3_FC_3	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	B_U_T27	2220022020	FALSE
ADGRF1	1	G22	G22_020000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ADGRV1	1	G22	G22_111000010	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
ADH4	1	M19	M19_1_Weak_M	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
ADH5	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ADH6-PS1	2	G21_SB:G21_TCPOBOP	G21_SB_Male_AC_2:G21_TCPOBOP_Down_AC_4_FC_2	1	SexBiased_Male	M	01010	1	Induced_Male_Down_T27	B_D_T27	0111101100	FALSE
ADHFE1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000000020	FALSE
ADIPOQ	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ADIPOR2	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000010	FALSE
ADO	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ADORA1	5	G21_SB:G21_TCPOBOP:G22:L17:M19	G21_SB_Male_AC_2:G21_TCPOBOP_Down_AC_3_FC_0:G22_110000001:L17_M27_D:M19_0_Weak_M	3	SexBiased_Male	M	01001	2	Induced_Male_Down_T27	M_D_T27	0101100000	FALSE
ADRA1B	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_2	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	B_U_T27	0200022000	FALSE
ADRB2	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ADRB3	2	G21_TCPOBOP:G22	G21_TCPOBOP_Down_AC_0_FC_5:G22_220000000	1	SexBiased_Female	F	NA	1	Induced_Female_Down_T27	F_D_T27	0000011111	FALSE
ADRBK2	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_2_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	0100100000	FALSE
ADRM1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ADSS	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ADSSL1	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_1_FC_4:L17_F3_U	0	NotSexBiased	NA	NA	2	Induced_Both_Up_Both	B_U_T27,F_U_T3	0002022022	FALSE
AEBP2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AEN	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AFG3L1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AFG3L2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AFP	1	M19	M19_0_Weak_M	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
AGAP3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AGFG1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AGGF1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AGL	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_4_FC_5:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	0222222222	FALSE
AGO1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AGO3	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
AGPAT1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000020000	FALSE
AGPAT2	3	G21_TCPOBOP:L17:M19_SSI	G21_TCPOBOP_Down_AC_2_FC_5:L17_M27_D:M19_SSI	1	SSI	I	NA	2	Induced_Both_Down_T27	B_D_T27,M_D_T27	0001111111	FALSE
AGPAT9	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
AGRN	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AGT	2	G21_TCPOBOP:L17	G21_TCPOBOP_Down_AC_0_FC_4:L17_M27_D	0	NotSexBiased	NA	NA	2	Induced_Both_Down_T27	F_D_T27,M_D_T27	0000001111	FALSE
AGTPBP1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_4	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000022022	FALSE
AGTR1A	1	M19	M19_1_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
AGTRAP	2	G21_SB:G21_TCPOBOP	G21_SB_Female_AC_3:G21_TCPOBOP_Down_AC_0_FC_1	1	SexBiased_Female	F	00222	1	Induced_Female_Down_T27	F_D_T27	0000000001	FALSE
AGXT2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AHCYL1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AHCYL2	1	M19	M19_1_Weak_M	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
AHDC1	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_2_FC_1	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	B_D_T27	0001100001	FALSE
AHR	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_4_FC_4:L17_M3_U_M27_U_F3_U	0	NotSexBiased	NA	NA	2	Induced_Male_Up_Both	B_U_T27,B_U_B	0222220222	FALSE
AHSA1	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_1_FC_0:M19_SSI	1	SSI	I	NA	1	Induced_Male_Up_T27	M_U_T27	0002000000	FALSE
AHSG	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_2	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000011	FALSE
AI464131	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	0000100000	FALSE
AI597479	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AI661453	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0020000000	FALSE
AI987944	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AIFM2	2	G21_TCPOBOP:L17	G21_TCPOBOP_Down_AC_1_FC_1:L17_M27_D	0	NotSexBiased	NA	NA	2	Induced_Both_Down_T27	B_D_T27,M_D_T27	0000101000	FALSE
AIFM3	2	G21_TCPOBOP:L17	G21_TCPOBOP_Down_AC_3_FC_3:L17_M27_D	0	NotSexBiased	NA	NA	2	Induced_Both_Down_T27	B_D_T27,M_D_T27	0101101011	FALSE
AIG1	2	G22:M19	G22_020000000:M19_0_Weak_F	2	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
AIMP1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AIMP2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AK4	1	G22	G22_010000000	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
AKAP1	2	L17:M19_SSI	L17_M27_D:M19_SSI	1	SSI	I	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
AKAP10	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AKAP12	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
AKAP13	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AKAP9	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AKIRIN2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AKR1B3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AKR1B7	3	G21_TCPOBOP:L17:M19	G21_TCPOBOP_Up_AC_5_FC_5:L17_M27_U_F3_U:M19_2_Robust_F	1	SexBiased_Female	F	NA	2	Induced_Male_Up_Both	B_U_T27,B_U_B	2222222222	FALSE
AKR1C14	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_5_FC_5:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	2222222222	FALSE
AKR1C18	1	M19	M19_0_Robust_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
AKR1C19	3	G21_SB:G21_TCPOBOP:G22	G21_SB_Male_AC_2:G21_TCPOBOP_Up_AC_0_FC_1:G22_110000001	2	SexBiased_Male	M	01001	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
AKR1C20	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_4_FC_1	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	B_D_T27	0111101000	FALSE
AKR1C6	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_1_FC_0:M19_SSI	1	SSI	I	NA	1	Induced_Male_Up_T27	M_U_T27	0002000000	FALSE
AKR1D1	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_4_FC_3:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	2220202022	FALSE
AKTIP	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ALAD	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
ALAS1	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_5_FC_4:L17_M3_U_M27_U_F3_U	0	NotSexBiased	NA	NA	2	Induced_Male_Up_Both	B_U_T27,B_U_B	2222222022	FALSE
ALAS2	4	G21_SB:G21_TCPOBOP:G22:M19	G21_SB_Male_AC_5:G21_TCPOBOP_Up_AC_0_FC_2:G22_110000010:M19_7_Robust_M	3	SexBiased_Male	M	11111	1	Induced_Female_Up_T27	F_U_T27	0000002020	FALSE
ALB	2	G21_TCPOBOP:G22	G21_TCPOBOP_Down_AC_0_FC_1:G22_020000000	1	SexBiased_Female	F	NA	1	Induced_Female_Down_T27	F_D_T27	0000000010	FALSE
ALCAM	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ALDH1A1	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_5_FC_5:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	2222222222	FALSE
ALDH1A7	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_5_FC_5:L17_M3_U_M27_U_F3_U	0	NotSexBiased	NA	NA	2	Induced_Male_Up_Both	B_U_T27,B_U_B	2222222222	FALSE
ALDH1B1	1	M19	M19_1_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ALDH3A2	3	G21_TCPOBOP:G22:M19	G21_TCPOBOP_Up_AC_0_FC_1:G22_200000000:M19_1_Weak_F	2	SexBiased_Female	F	NA	1	Induced_Female_Up_T27	F_U_T27	0000000002	FALSE
ALDH3B3	1	G22	G22_220000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ALG1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ALG10B	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_1_FC_0:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Male_Both_T27	M_U_T27,M_D_T27	0020000000	FALSE
ALG11	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ALG2	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_1_FC_1:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	0002002000	FALSE
ALG3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ALG6	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ALKBH6	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ALKBH8	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ALOX8	1	M19	M19_0_Robust_M	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
ALPK1	1	G22	G22_020000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ALPK2	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	0000100000	FALSE
ALPL	2	G22:M19	G22_110000000:M19_0_Weak_M	2	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
ALS2CL	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_2	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000000022	FALSE
ALYREF	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AMBP	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AMDHD2	2	G21_TCPOBOP:G22	G21_TCPOBOP_Down_AC_1_FC_1:G22_010000000	1	SexBiased_Male	M	NA	1	Induced_Male_Down_T27	B_D_T27	0000101000	FALSE
AMER1	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	0000100000	FALSE
AMFR	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AMIGO2	1	M19	M19_4_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
AMMECR1L	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_2_FC_4:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	0200202222	FALSE
AMN1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AMOTL2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ANAPC1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ANAPC15	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ANAPC16	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ANG	2	G21_TCPOBOP:L17	G21_TCPOBOP_Down_AC_4_FC_5:L17_M27_D	0	NotSexBiased	NA	NA	2	Induced_Both_Down_T27	B_D_T27,M_D_T27	0111111111	FALSE
ANG4	1	G22	G22_110000010	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
ANGPT1	2	G22:M19	G22_220000000:M19_0_Weak_F	2	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ANGPT2	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000010000	FALSE
ANGPTL2	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
ANGPTL3	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_2	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	B_D_T27	0000101010	FALSE
ANK1	1	G22	G22_100000000	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
ANK2	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ANKHD1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ANKIB1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ANKLE1	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ANKLE2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ANKRD11	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ANKRD27	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ANKRD28	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ANKRD33B	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_1_FC_0:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Male_Both_T27	M_U_T27,M_D_T27	0002000000	FALSE
ANKRD46	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ANKRD52	1	G21_SB	G21_SB_Male_AC_1	1	SexBiased_Male	M	00010	0	NotInduced	NA	NA	FALSE
ANKRD54	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ANKRD55	2	G22:M19	G22_020000000:M19_0_Robust_F	2	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ANKS3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ANLN	2	L17:M19	L17_M27_U:M19_0_Weak_F	1	SexBiased_Female	F	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
ANO10	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ANO2	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000000020	FALSE
ANP32B	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ANPEP	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_1	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	B_U_T27	0000200020	FALSE
ANTXR2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ANXA5	1	M19	M19_1_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ANXA7	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_0_FC_1:M19_SSI	1	SSI	I	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
AOC1	2	G22:M19	G22_200000000:M19_NA_Robust_F	2	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
AOX1	4	G21_SB:G21_TCPOBOP:G22:M19	G21_SB_Male_AC_5:G21_TCPOBOP_Up_AC_0_FC_5:G22_110000000:M19_3_Robust_M	3	SexBiased_Male	M	11111	1	Induced_Female_Up_T27	F_U_T27	0000022222	FALSE
AOX3	4	G21_SB:G22:L17:M19	G21_SB_Male_AC_4:G22_110000011:L17_M27_D:M19_8_Robust_M	3	SexBiased_Male	M	01111	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
AP1G1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AP2A2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AP2M1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AP3B1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AP3D1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
AP5M1	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
AP5Z1	1	L17	L17_M27_D	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
APBA1	2	G21_TCPOBOP:M19	G21_TCPOBOP_Up_AC_0_FC_1:M19_1_WeakMismatch_F	1	Conflict	C	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
APBA2	1	G22	G22_100000000	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
APCS	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
APEH	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
APEX1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0002000000	FALSE
APH1B	3	G21_TCPOBOP:L17:M19	G21_TCPOBOP_Up_AC_2_FC_5:L17_M27_U:M19_0_Weak_F	1	SexBiased_Female	F	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	2200022222	FALSE
APH1C	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
APIP	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
APLP2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
APOA4	2	L17:M19	L17_M27_U:M19_4_Weak_F	1	SexBiased_Female	F	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
APOC1	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000010	FALSE
APOC2	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000010	FALSE
